date,AGG,BIV,BLV,BND,BSV,DIA,EEM,EMB,HYG,IAU,IGSB,IJJ,IJR,IWF,IWM,IWR,IWV,JPM,MBB,MUB,PFF,SPAB,TIP,VB,VEA,VNQ,VTI,VTV,VUG,VWO
2019-01-02,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
2019-01-03,0.0229417122900486,0.0229417122900486,0.0229417122900486,0.03623475879430771,0.0229417122900486,0.0229417122900486,0.037755537778139114,0.0229417122900486,0.0229417122900486,0.0229417122900486,0.0229417122900486,0.0229417122900486,0.06236204132437706,0.06236204132437706,0.0229417122900486,0.06236204132437706,0.06236204132437706,0.0229417122900486,0.0229417122900486,0.0229417122900486,0.0229417122900486,0.0229417122900486,0.0229417122900486,0.0306412186473608,0.06236204132437706,0.0229417122900486,0.0229417122900486,0.06236204132437706,0.0229417122900486,0.06236204132437706
2019-01-04,0.02760796993970871,0.05385994166135788,0.03886426240205765,0.022254597395658493,0.03397644683718681,0.019813964143395424,0.052107274532318115,0.020638233050704002,0.05385994166135788,0.019813964143395424,0.019813964143395424,0.025521835312247276,0.038338735699653625,0.029886402189731598,0.019813964143395424,0.05385994166135788,0.052182637155056,0.05385994166135788,0.019813964143395424,0.019813964143395424,0.019813964143395424,0.019813964143395424,0.023296235129237175,0.019813964143395424,0.05385994166135788,0.019813964143395424,0.019813964143395424,0.05385994166135788,0.04100336879491806,0.05320882052183151
2019-01-07,0.02071954309940338,0.02784179523587227,0.02071954309940338,0.03560467064380646,0.02071954309940338,0.033381205052137375,0.056321557611227036,0.056321557611227036,0.056321557611227036,0.030472297221422195,0.02783295139670372,0.02071954309940338,0.056321557611227036,0.030049877241253853,0.02071954309940338,0.026873387396335602,0.03494662046432495,0.026501743122935295,0.02071954309940338,0.02071954309940338,0.022552398964762688,0.056321557611227036,0.02071954309940338,0.02071954309940338,0.056321557611227036,0.02071954309940338,0.025455694645643234,0.02071954309940338,0.056321557611227036,0.056321557611227036
2019-01-08,0.033613186329603195,0.05782301723957062,0.025075331330299377,0.06125665828585625,0.022535063326358795,0.022535063326358795,0.022535063326358795,0.06125665828585625,0.022535063326358795,0.022535063326358795,0.024940134957432747,0.023984994739294052,0.03823161870241165,0.022535063326358795,0.06125665828585625,0.03018195554614067,0.05277585610747337,0.022535063326358795,0.022535063326358795,0.022535063326358795,0.022535063326358795,0.02447524666786194,0.022535063326358795,0.023651478812098503,0.06125665828585625,0.027022628113627434,0.022535063326358795,0.03898542746901512,0.022535063326358795,0.06125665828585625
2019-01-09,0.030847372487187386,0.03455102816224098,0.020940694957971573,0.05692271515727043,0.020940694957971573,0.04532567039132118,0.023005930706858635,0.029494771733880043,0.023090695962309837,0.020940694957971573,0.02893422544002533,0.020940694957971573,0.03873119875788689,0.020940694957971573,0.021033888682723045,0.04019469767808914,0.020940694957971573,0.031896695494651794,0.021652329713106155,0.020940694957971573,0.020940694957971573,0.05692271515727043,0.03473244234919548,0.020940694957971573,0.05692271515727043,0.045565858483314514,0.020940694957971573,0.05692271515727043,0.05692271515727043,0.05692271515727043
2019-01-10,0.019992057234048843,0.054344046860933304,0.05189361050724983,0.019992057234048843,0.019992057234048843,0.019992057234048843,0.02539728209376335,0.03266404941678047,0.054344046860933304,0.02993875928223133,0.019992057234048843,0.054344046860933304,0.03218032419681549,0.054344046860933304,0.050523463636636734,0.02288108505308628,0.029432041570544243,0.019992057234048843,0.044885892421007156,0.025879593566060066,0.019992057234048843,0.019992057234048843,0.04309512674808502,0.019992057234048843,0.054344046860933304,0.019992057234048843,0.019992057234048843,0.019992057234048843,0.045259907841682434,0.054344046860933304
2019-01-11,0.020070258527994156,0.054556623101234436,0.054556623101234436,0.025660641491413116,0.020070258527994156,0.020070258527994156,0.020070258527994156,0.044486816972494125,0.03499944508075714,0.020070258527994156,0.020070258527994156,0.054556623101234436,0.054556623101234436,0.020070258527994156,0.021365491673350334,0.02963557466864586,0.023457055911421776,0.042390283197164536,0.020070258527994156,0.020070258527994156,0.020070258527994156,0.020070258527994156,0.021641239523887634,0.054556623101234436,0.054556623101234436,0.03428400680422783,0.02029363624751568,0.054312143474817276,0.054556623101234436,0.04480455815792084
2019-01-14,0.05781910941004753,0.05781910941004753,0.05781910941004753,0.02340872772037983,0.02127045951783657,0.02127045951783657,0.02127045951783657,0.02127045951783657,0.02127045951783657,0.02934867888689041,0.02127045951783657,0.034459859132766724,0.024314066395163536,0.02127045951783657,0.05781910941004753,0.05781910941004753,0.02127045951783657,0.05781910941004753,0.022169215604662895,0.0248753372579813,0.02127045951783657,0.05781910941004753,0.02127045951783657,0.02127045951783657,0.05781910941004753,0.02127045951783657,0.02684176340699196,0.04278337210416794,0.02127045951783657,0.03273013234138489
2019-01-15,0.020686805248260498,0.05623256787657738,0.04276586323976517,0.020686805248260498,0.020686805248260498,0.020686805248260498,0.0315840020775795,0.045541293919086456,0.05623256787657738,0.020686805248260498,0.05623256787657738,0.020686805248260498,0.020686805248260498,0.022480396553874016,0.029591577127575874,0.020686805248260498,0.029550133273005486,0.03466957435011864,0.020686805248260498,0.025014324113726616,0.020686805248260498,0.033798351883888245,0.031063193455338478,0.020686805248260498,0.05623256787657738,0.020686805248260498,0.048051610589027405,0.05623256787657738,0.05623256787657738,0.04025262966752052
